codigo;produtos;estoque;valor
13321; REDUBIO QUITOSANA CAPS C/60;3;32
21792; REGENCEL 10000UI 25 5 5MG POM;1;18,63
14585; REGENESIS 30 CAPS;1;120
34753; REGULAX FIBRAS 120ML;1;35,13
36604; REGULAX FIBRAS GELEIA 150G;1;50
35209; RELAX ANEY 240G GUANIDINA *;3;16
13337; REMERON SOLTAB 30 MG C/ 30 COM;1;359,51
5480; REMILEV 250/60MG C/20 COMP REV;1;88,04
28279; REMOV CALOS ENOX 587 ;1;21,5
16919; REMOVEDOR DE ESMALTE 100ML;1;4
10326; REMOVEDOR DE ESMALTE BEIRA 90M;20;3
35564; REMOVEDOR SEM ACETONA ALYNE MO;2;6
1287; RENALAPRIL 10MG C/30 CPS;18;17,31
4536; RENALAPRIL 20MG CX 30 COMP;17;14,82
977; RENALAPRIL 5MG C/30 CPS;17;18
32781; RENOVI B PLUS 5+100+100+4,3MG;3;54,84
17734; RENU GOTAS UMIDIFICANTES 15ML;1;45
6583; RENU PLUS S/FRIC.355ML+120ML+E;1;51,86
31934; REP CAPILAR FIXED CERAMIDAS C/;2;8
11055; REP DE PONTAS 30ML;1;46
36399; REP PONT NIELY GOLD 42ML RECON;1;25
29026; REP PONT TUTY MAX 100ML;2;15
31933; REP PONTAS BABOSA FIXED 30ML;3;8
31936; REP PONTAS FIXED OLEO ARGAN 30;1;8
18075; REP PONTAS GOLD 42ML LISO PROL;1;22
33403; REP PONTAS JABORANDI FIXED 30M;3;8
31935; REP. PONTAS FILTRO SOLAR 30ML;2;8
31199; REP.PONTAS BELL CORP.COCO 60ML;3;16,5
35634; REP.PT. BABABELL 60ML TUTTI FR;3;18
21606; REPAR PONTAS AMEND GOLD BLACK ;6;15,5
35432; REPAR PONTAS FIXED ABACATE 30M;5;8
33401; REPAR PONTAS FIXED ALECRIM 30M;4;8
36555; REPAR PONTAS FIXED TRAD 30ML;3;8
32733; REPARADOR ARGAN OIL 60 ML;3;16
21860; REPARADOR DE PONTAS RAVOR F SO;2;16
32825; REPARADOR PONTAS HAIR EXTRATTU;2;22
986; REPARIL GEL 30GR;1;45,05
27410; REPEL OFF KIDS BABY 117G;4;37
25595; REPEL OFF LOC FAMILY 200ML ESP;1;21
10649; REPEL XO INSETO KIDS;11;15,85
31491; REPEL.INSETOS OFF FAMILY SPRAY;3;22,01
13298; REPELENTE OFF KIDS 117ML ;4;25
3570; REPOFLOR 1GR C/4 SACHET;5;29,23
3135; REPOFLOR 200MG C/6 CAPS;4;40,3
9621; REPOPIL ENV C/21 COMP;11;15,23
25650; REPOS AMACIANTE CUT 120ML;6;10
30296; REPOS CR ESFOLIANTE 250G;1;33,5
24640; REPOS CREME UREIA 500G;2;34
30191; REPOS OLEO DE MALALEUCA;6;11
15938; REPOSIT 30 CAPS GEL POLIVITAMI;1;55
32577; RESFEGRIPE 10CPS CARTELA;1;5
34650; RESFEGRIPE SINUS 500MG/30MG 24;2;20
25809; RESFENOL 20 CAPS;2;20
15081; RESFRILIV S/MEL E LIMAO ENV 1U;13;2
15153; RESIST 500MG C/ 30 COMP;1;76,92
33972; RESMA DE PAPEL REPORT PREMIUM;10;1
31279; RESSALIV PRE FLACONETES ABACAX;13;1
23027; RESTITUE 40MG C/ 30 CP REV;1;86,54
29531; RESVERATROL 30 CPS CATARINENSE;1;82,99
4539; RETEMIC UD 10MG C/30 COMP;1;139,15
30893; REUPLAQ 400MG 30CP REV;1;118,34
5054; REUQUINOL 400MG C/30 COMP;1;125,59
11450; REVANGE C/ 10 COMP ;8;33,08
33181; REXON AER MEN ACT DRY 250ML;1;20
34120; REXONA  AER AP POWD DRY 250ML;1;20
27250; REXONA AER AP MEN V8 250ML;1;20
21882; REXONA CLINICAL AER EXTRA150ML;4;21
32268; REXONA CLINICAL CL;7;28
31334; REXONA CLINICAL REFRESH;3;21
21883; REXONA DES AE F.CLIN CLASS;3;21
33737; RICCA ESC CAB VENT BLACK 2409;2;15,5
27618; RICCA ESCOVA P/ACABAMENTO;1;24
28278; RICCA LAMINA DESBASTAR CALOS ;3;24
21459; RINOSORO 0,9% JET INF C/100ML;2;53,85
23796; RISEDRONATO 35MG 4CPR;1;56,23
7342; RISEDRONATO DE SODICO 35MG C/4;4;48,98
5221; RISEDROSS 35MG C/4 COMP;1;85,13
24557; RISPERIDONA 1MG  30ML NOVA QUI;3;60,12
34180; RISPERIDONA 1MG 30CP REV;7;12,36
34836; RISPERIDONA 2MG C/30 GEOLAB;1;19,27
17828; RISPERIDONA 3MG 30 CP;2;31,2
19089; RISPERIDONA 3MG C/ 30 COMP;4;31,23
22211; RISPERIDONA G TEUTO 1MG 30CP;5;15,8
28066; RISPERIDONA G TEUTO 2MG 30CP;5;18,23
34262; RISQUE CL DGEL TOP COAT EFEITO;8;13
9704; RISS 2 MG C/30 COMP;2;65,83
35509; RITMONEURAN RTM 35MG/M(PASSIFL;3;39,88
32567; RITMONEURAN RTM COM REV 600MG;2;37,4
27801; RIVAROXABANA 10MG 30CPR;1;39,41
27710; RIVAROXABANA 10MG CX 30 COMP R;3;69
27167; RIVAROXABANA 15MG 30CPR;5;42,56
26725; RIVAROXABANA 20MG GEN 30 CPR R;6;35,56
29805; RIVAXA 10MG 30CPR - RIVAROXABA;1;50,82
31474; RIVAXA 15MG 30CPR - RIVAROXABA;2;49,92
30093; RIVAXA 20MG 30CPR - RIVAROXABA;1;49,92
3004; RIVOTRIL 2MG C/30 CPS;6;37,46
25357; RIZI-M 10MG+5MG C 7 COMP REV;1;74,67
31633; ROSA MOSQUETA BEVEG SERUM FACI;2;35
19329; ROSUVASTATINA 10MG 30 CO;2;15,89
7816; ROSUVASTATINA 10MG 30CPR GEN;21;15,69
30914; ROSUVASTATINA 5MG 30CP REV;2;16,21
35402; ROSUVASTATINA CALC 40MG 30CPR;3;89
11058; ROSUVASTATINA CALCICA 20MG;99;23,12
31354; ROSUVASTATINA CALCICA 40 MG CO;2;94,56
3190; ROSUVASTINA 10MG C/30 COMP GEN;1;14,56
31666; ROTEAS 30 MG COM REV CT BL AL;1;223,1
32725; ROUP INT PLENITUDE FEM G/XG;1;42
34265; ROUPA INT PLENIT ACT MULHE P/M;3;85
30430; ROUPA INT TENA PANTS G/EG C/24;6;112
34126; ROUPA PLENITUD ACTIVE G/XG 16U;5;85
24869; ROX 10MG C/30 COMP;2;61,95
24870; ROX 20MG C/30 COMP;2;107,46
35451; RR-L6402-G1 GLOSS TINT OLINDA;11;17
35452; RR-M602-G2 CORRETIVO LIQUIDO M;5;14,99
32414; RUBY ROSE  ILUMINADOR COMPACTO;2;18
25735; RUSOVAS 10MG 30CPR;1;73,35
27810; RUSOVAS 10MG C/90 COMP;1;149,82
14594; RUSOVAS 20 MGC/30 COMP;4;134,06
26092; RUVA 10MG C/30 CPR REV;2;61,39
26093; RUVA 20MG C/30 CPR REV;1;107,46
32737; SAB APINIL INTIMO MARACUJA C/;3;6,5
24365; SAB DAVENE AVEIA AMENDOA 90G;5;5
35850; SAB DERMACHEM 100G GEL MELANCI;3;10,01
35851; SAB DERMACHEM 100G GEL MORANGO;5;10,01
5506; SAB DOVE 90G;6;5,2
3054; SAB DOVE BABY HIDRAT 180ML REF;5;16,5
14136; SAB DOVE KARITE 90G ;4;5,2
192; SAB ENXOFRE 90G GRANADO;5;10,5
36725; SAB FAC FACE BEAUT 150ML BEAUT;3;11
36726; SAB FAC FACE BEAUT 150ML BEAUT;3;11
36727; SAB FAC FACE BEAUT 150ML BEAUT;3;11
36728; SAB FAC FACE BEAUT 150ML LOVEL;3;11
36729; SAB FAC FACE BEAUT 150ML LOVEL;4;11
36730; SAB FAC FACE BEAUT 150ML LOVEL;4;11
36731; SAB FAC FACE BEAUT 150ML LOVEL;4;11
34869; SAB FAC LABOTRAT RETINOL 100ML;2;16
26514; SAB FACIAL HIDRADERM CICLOS 14;1;34
35006; SAB FACIAL PROB COLAGENO 150ML;1;25
36554; SAB GEL LIMPEZ 250 ML ANTIACNE;2;29
17858; SAB GEL NIVEA 150ML FACIAL;1;32
3388; SAB GLICERINA LIQ GRANADO 250M;1;28
24231; SAB GRANADO 90G CAMOMILA;6;7,5
9912; SAB GRANADO BEBE ERVA DOCE 90G;4;7,5
10358; SAB GRANADO BEBE LAVANDA 90G;1;7,5
13404; SAB GRANADO BEBE REFIL 250ML L;6;21
34878; SAB HIDRAMAIS 500ML LIQ AMEIX;2;17
25329; SAB INTIMO BELL CORPUS MENTA;2;7,5
32814; SAB J LIQ 400 LIMP SUP/PODER;1;45
17036; SAB J&J BABY BABY LQ CAB 400ML;2;40
7044; SAB J&J BABY GLIC 80G;1;8,5
33882; SAB J&J BABY LIQ CAMOMILA 400M;1;37
7045; SAB J&J LIQ GLICER 200ML;3;26
21190; SAB JOHNSONS LAVANDA 80G;1;3,6
2202; SAB JONHSON TRAD 80GR;3;8,5
29482; SAB LA FRUTA ERVA DOCE 150G;5;6
28321; SAB LA FRUTA FLOR CEREJA 150G;1;6
28320; SAB LA FRUTA MORANGO 150G;3;6
27590; SAB LA FRUTA UVA LAVANDA 150G;2;6
27589; SAB LA FRUTA UVA ROXA 150G;2;6
35606; SAB LIQ BABY GLIC 250ML AZUL C;5;13
35607; SAB LIQ BABY GLIC 250ML AZUL S;3;9,5
35609; SAB LIQ BABY GLIC 250ML CAMOMI;6;9,5
36686; SAB LIQ BABY GLIC 250ML LAVAND;3;13
36687; SAB LIQ BABY GLIC 250ML LAVAND;3;9,5
35605; SAB LIQ BABY GLIC 250ML ROSA C;4;13
35610; SAB LIQ BABY GLIC 250ML ROSA S;1;9,5
36375; SAB LIQ BABY GLIC 500ML AZUL C;2;18,5
36210; SAB LIQ BABY GLIC 500ML CAMOMI;1;18,5
36684; SAB LIQ BABY GLIC 500ML LAVAND;3;18,5
36685; SAB LIQ BABY GLIC 500ML LAVAND;1;15
36376; SAB LIQ BABY GLIC 500ML ROSA C;3;18,5
32709; SAB LIQ BIOCAP LIM SICILIANO 5;3;17
19617; SAB LIQ CHEVEUX 1LT ALGAS MARI;1;18
19619; SAB LIQ CHEVEUX 1LT LAVANDA ;3;18
19966; SAB LIQ CHEVEUX 1LT MORANG ;3;18
19319; SAB LIQ CHEVEUX 500ML MORANG;2;13
14491; SAB LIQ CREME CARE 250ML;3;14
22763; SAB LIQ DOVE NUTRICAO PROFUNDA;2;13,5
35141; SAB LIQ DOVE OLEO DE BANHO 2;1;37,5
30260; SAB LIQ GRANADO BEBE CAL 250ML;2;21
13090; SAB LIQ GRANADO ERV250ML REFIL;1;21
11937; SAB LIQ INTIMO L2P1 TOPZ;3;20
24381; SAB LIQ INTIMO L2P1 TOPZ;1;20
36202; SAB LIQ LUX GARD E OLEO DE A;2;9
12926; SAB LIQ NIVEA FRANGIPANA 250ML;3;17
35800; SAB LIQ OLEO BANHO MURIEL 230M;1;13
35801; SAB LIQ OLEO BANHO MURIEL AMEN;3;13
36445; SAB LIQ OLEO BANHO MURIEL AMEN;1;13
35802; SAB LIQ OLEO BANHO MURIEL ARAB;3;13
35803; SAB LIQ OLEO BANHO MURIEL CERE;2;13
36446; SAB LIQ OLEO BANHO MURIEL ROMA;3;13
35804; SAB LIQ OLEO BANHO MURIEL ROSA;3;13
31380; SAB LIQ SOFT TIRA MANCHAS 100M;5;9
22692; SAB LIQ TOK BOTHANI  500ML;3;11
22872; SAB LIQ TOK BOTHANICO F VERMEL;2;20,5
22871; SAB LIQ TOK BOTHANICO NEUTRO;3;20,5
22869; SAB LIQ TOK BOTHANICO PESSEGO;3;11
25663; SAB LIQ TUTI 2 LITR PITANGA;2;20
22021; SAB LIQ TUTI ALGODAO 2 L;2;20
32998; SAB LIQ TUTI LAVANDA 1LT;1;15,5
25185; SAB LIQ XUXINHA SONO TRANQUILO;2;16,5
9712; SAB LIQ. TURM XUXINHA S/CORANT;1;16,5
9711; SAB LIQ. TURMA XUXINHA 210ML ;3;16,5
13433; SAB LIQUI JOHMSONS RN 200ML;4;32
24976; SAB LIT T.XUXINHA 400ML GLICER;4;24
36401; SAB LUX BOTANICALS 085G LAVAND;5;3
36402; SAB LUX BOTANICALS 085G ORQUID;9;3
23034; SAB LUX LAVANDA 250ML;5;12
36267; SAB LUX LIQ LAVANDA REF 200ML;1;8
25942; SAB LUX LIQ ORQUIDEA NEGRA;2;12
28248; SAB LUX LIQ ROSAS FRANCESAS;1;12
36732; SAB NANE 240ML LIQ CABECA AOS;3;10
32815; SAB NUT DERMA PROTECT JOHN BAB;2;53
30455; SAB P/ PELE OLEOSA ACIDO SALI;3;10
20953; SAB PROTEX 85G AVEIA;7;3,5
20946; SAB PROTEX 85G BALANCE ;12;3,5
20947; SAB PROTEX 85G COMPLETE 12;7;3,5
20955; SAB PROTEX 85G CREAM ;11;3,5
20950; SAB PROTEX 85G ERVA DOCE;7;3,5
20948; SAB PROTEX 85G LIMP PROFUNDA;5;3,5
20949; SAB PROTEX 85G MACADAMIA ;10;3,5
20954; SAB PROTEX 85G VIT E;2;3,5
6491; SAB PROTEX LIQ AVEIA 250ML;1;15
5353; SAB PROTEX LIQ BALANCE 250ML;4;15
7679; SAB PROTEX LIQ ERVA-DOCE 250ML;1;15
12556; SAB PROTEX LIQ LIMPEZ PR 250ML;2;15
9201; SAB PROTEX LIQ VITAMINA E 250M;7;15
29980; SAB ULTRA HIDRAT ROSA MOSQUET;9;10
30258; SAB. GLIC CALENDULA 90G;1;7,5
34239; SAB. LIQ. ACNOCLIN LE BLUE C/2;2;30,23
30259; SAB. LIQ. BEBE CALENDULA 250ML;1;28
35839; SAB. LIQ. FRIZON REFIL 200ML A;1;7
35840; SAB. LIQ. FRIZON REFIL 200ML E;5;7
35842; SAB. LIQ. FRIZON REFIL 200ML L;6;5
35843; SAB. LIQ. FRIZON REFIL 200ML M;4;7
23604; SAB. LIQ. INTIMO BELL CORPUS 2;1;7,5
23190; SAB. LIQ. TOKBOTHANICO NEUTRO;2;11
32048; SAB. LIQ. TUTI AMORE 1LT ALGA;3;15,5
31203; SAB. LIQ. TUTI AMORE 1LT ALGOD;1;15,5
31204; SAB. LIQ. TUTI AMORE 1LT ERVA;3;15,5
34892; SAB. LUIQ. MUNDO BITA 250ML AV;4;22,01
22870; SAB. TOK BOTHAN 1,9L ERVA DOCE;2;20,5
23191; SAB. TOK BOTHAN 1,9L ORQUIDEA;3;20,5
33424; SAB.DOVE ANTIBACTERIANO 90GR;2;5,2
398; SAB.LIQ.NIVEA 250ML CREME SOFT;1;14
2433; SAB.LIQ.NIVEA 250ML ERVA DOCE;3;14
23033; SABONETE DAVENE AVEIA CLASSICO;8;5
28454; SABONETE DAVENE AVEIA HIPOALER;1;5
34867; SABONETE FACIAL ACIDO GLICOLIC;5;16
33392; SABONETE FACIAL ANTIACINE;1;16
34868; SABONETE FACIAL PELE SENSIVEL;1;16
30288; SABONETE FISIOGEL 400ML;1;116
32997; SABONETE INTIMO MENTA 220ML;5;6,5
32257; SABONETE LIMA DA PERSIA 190ML;3;21
36664; SABONETE LIQ AMEIXA 480ML HIDR;1;11
31249; SABONETE LIQ DE MARACUJA 190ML;1;21
36059; SABONETE LIQ HIDRAMAIS ERVA DO;2;9
36057; SABONETE LIQ HIDRAMAIS LAVANDA;3;9
36058; SABONETE LIQ HIDRAMAIS PERF BE;2;9
36665; SABONETE LIQ LAVANDA 480ML HID;1;11
23272; SABONETE LIQ TOKBOTANICO PITAN;2;20,5
36108; SABONETE LIQU BARUEL SONO TRAN;7;25
22690; SABONETE LIQUIDO ERVA DOCE;3;11
29950; SABONETE LIQUIDO FEMININO 27ER;3;7,5
31240; SABONETE LIQUIDO HIDRAMAIS 500;2;17
31242; SABONETE LIQUIDO HIDRAMAIS 500;1;17
22691; SABONETE LIQUIDO ORQUIDEA;2;11
22689; SABONETE LIQUIDO PITANGA;3;11
35908; SABONETE LIQUIDO SENSISKIN INF;5;35,01
22022; SABONETE LIQUIDO TUTI ERVA DOC;2;20
10821; SABONETE REFIL LIQ 250ML;4;21
24977; SABONETE XUXINHA 400 ML;5;25
36030; SACHE AMOSTRA GRATIS FACIAL CL;2;1
34818; SACO DE LIXO 15L JEITOSA;1;1
23670; SAL AMARGO 30G;3;4,5
2009; SAL DE ANDREWS ENV C/5GR;17;1,69
1973; SAL DE FRUTA ENO 100G ABACAXI;1;31,5
7659; SAL DE FRUTA ENO C/2 ENV 5G;27;4,99
1977; SAL DE FRUTA ENO ENV C/2 ABACA;26;4,99
823; SAL DE FRUTA ENO GUARANA 100GR;2;31,5
968; SAL DE FRUTA ENO GUARANA C/2;32;4,99
1004; SAL DE FRUTA ENO LARANJA 100GR;2;31,5
600; SAL DE FRUTA LAR 2ENV 5G;4;4,99
35306; SALMETEROL+FLUTICASONA (G) 25/;1;140,12
35307; SALMETEROL+FLUTICASONA (G) 25/;1;166,78
27560; SALOMPAS ADES PEQUENA C/10UN;1;12,61
5061; SALOMPAS GEL 20GR;1;23,41
32452; SALON 1KG CR PENT DEFIN ULTRA;3;37,5
31458; SALON LINE CR RELAXANTE CACHOS;1;30
31326; SALON LINE SPRAY DESEMBAR KIDS;1;22
33326; SALON SPRAY TERM DEFRIZANTE CO;2;21
35308; SALONPAS ADESIVO GRANDE C/2 UN;20;10,14
35352; SALONPAS ADESIVO PEQUENO C/10;20;11,46
12653; SANASAR EMULSAO C/ 100ML ;1;21,92
35173; SANASAR LOCAO BENZILA 250MG 10;1;19
2611; SANATIVO 30ML C/PALHETA;1;23,84
36200; SANDALIA BARUK/RETROPE GRANDE;1;121,99
36199; SANDALIA BARUK/RETROPE MEDIO;1;121,99
24828; SANY D 2000 C/60 COMP;1;77,82
33274; SANY D 2000UI CALCIO;1;48
29183; SANY D 200UI GT MACA VERD 10ML;4;20
32363; SANY D 4.000 UI C/30;1;59,61
25241; SANY D 5.000 30CAPS GEL;3;89,81
22847; SANY D 5000 C/ 30 COMP;1;89,81
18759; SANY D 50000 UI C/ 4 COM;3;91,93
25242; SANY D 7000 30 CAP;3;80,07
25917; SANY D 7000 UI COM REV CT BL A;1;103,53
25011; SANY D CAPS 10.000 C/4;2;27,77
26609; SANY D CAPS 2.000UI BL X 30 A;1;39
33135; SANY-D 14.000UI C/4 COMP;7;36,47
34984; SB LQ PALM OILS 250ML ABACATE;1;14,5
16651; SCALID (NIMESULIDA) 100 MG 12;28;5
9633; SEAKALM  C/100ML;3;38,98
3753; SEAKALM 260MG C/20 COMP;7;32,12
25698; SEAKALM 600MG C/20 COMP;1;59,23
21382; SECANTE DE ESM CARE LISS CRAVO;2;22
30527; SECNIDAZOL 1000MG 2 COMP;2;10,23
16365; SECNIDAZOL 1000MG C/02;2;11,02
17562; SECNIDDAZOL 1000MG C/2 CP GLOB;1;6,5
35662; SECRELISE XPE FR 120ML (EMS);2;32
36645; SEDALEX (CAFE+DIP.SOD+ORFE) 30;5;14,99
6612; SEDAVAN XPE AD 100ML;1;27,65
1015; SEKI XPE 120ML;7;36,97
27688; SELANTE AMEND INDIANO 180G;1;42
27364; SELANTE PONT CAVALO FORTE 35ML;1;52
2860; SELENE CAIXA C/63 DRAGEAS ;6;78,23
9295; SELOZOK 100MG C/30 COMP;2;142,88
3927; SELOZOK 25MG C/30 COMP;8;43,45
36468; SENSE MORANGO CHAN 540G 12UN -;1;58,99
34590; SENSIBIO GEL MOUSSANT 200ML;2;98
23954; SENSIDRAT 10% 120ML;4;18
835; SENSODINE BRANQ 90G;3;18
2343; SENSODINE CR DENTAL BRANQ 50G;5;15
3655; SENSODINE ORIGINAL 90G;1;18
33009; SENSODYNE ALIVIO RAPIDO90 G;3;18,5
13209; SENSODYNE RAPIDO ALI 90G;1;20
24163; SENSODYNE RAPIDO ALIVIO KIT;1;39
9367; SENSODYNE REPAIR&PROCECT;2;30
5351; SERETIDE DISKUS 50/250MCG C/60;1;200,72
11499; SERETIDE SPR 25/50MCG 120DS;2;168,48
6396; SERETIDE SPRAY 25/125MCG C/120;4;200,72
10617; SERETIDE SPRAY 25/250 MCG 120D;1;326,14
34734; SERINGA BD 1ML AC 10UN;4;32
36292; SERINGA BD 50U C 10UN;2;32
1883; SERINGA DESC 20ML;33;1,6
1885; SERINGA DESC 5ML;299;1
27023; SERINGA DESC. 60ML C/B.LUER LO;7;6
25265; SERINGA INSULINA 1ML ;912;1
28042; SERINGA NASAL 10ML UNICORNIO;1;30
29219; SERINGA SR 1ML INS C/AGULHA;155;1
32872; SERTRALINA 100MG 30 CP EUROF;8;42,12
32336; SERTRALINA 25MG 30CPR;5;59,53
26198; SERTRALINA 50MG 30CP GEOLAB;2;12,89
33980; SERTRALINA 50MG 30CP TORRENT;17;16,45
25952; SERTRALINA 50MG C/ 30 COMP TEU;1;13,21
32591; SERUM CAP DOVE 180ML - PANTENO;2;30
34947; SERUM CLAREADOR;2;15
32588; SERUM CORP DOVE 380ML - PANTEN;1;48
32592; SERUM CORP DOVE PRO-RET 180ML;2;30
32585; SERUM CORPO DOVE NIACINAMI 180;2;30
35790; SERUM CUIDADO NOTURNO 30ML;1;54
32589; SERUM DEO-HIDRANTE DOVE 180ML;2;30
33022; SERUM DEO-HIDRANTE DOVE 380ML;3;52
31022; SERUM DERMACHEM AC HIAL 1,5;2;15
34148; SERUM DO PODER SE CURVE 60ML;1;49
31021; SERUM EFEITO SECATIVO DERMA;1;15
31453; SERUM FACIAL ROSA MOSQUETA EPI;1;22
29013; SERUM HIDRADERM NIACINAMI 30ML;2;56
24688; SERUM MEU CRESPO MEU TUDO 60ML;1;20,5
35753; SERUM MULTIREPARADOR;1;76
29014; SERUM RETINOL HIDRADERM CICLOS;2;67
29015; SERUM SALICILICO HIDRADERM CIC;1;54
26383; SERUM VIT-C GARNIER 30ML;2;84
25374; SERUM VITAMINA C 30 ML ;5;54
18155; SEX FREE CHOCOLATE C/ 3UN  PRE;4;2,5
18158; SEX FREE TUTTI-FRUTI C/3UNI PR;4;2,5
18159; SEX FREE UVA C/ 3 UNI PRESER;10;2,5
33557; SH  ACQUA KIDS LULUCA 250ML;1;15
34451; SH 1LT BABOSA DOURADO;2;16
35721; SH 300ML+CO 200ML S.LINE XEROS;3;31,5
35722; SH 300ML+CO 200ML S.LINE XEROS;2;31,5
4394; SH ACQUA KIDS CAB CACH.250ML;2;13
4277; SH ACQUA KIDS LISOS FINOS 250M;1;15
23165; SH ACQUAKIDS MARSHMALLOW 250ML;1;15
30489; SH AMEND MILLEN MARROQUI 300ML;1;62
32189; SH AMEND MILLEN OLEOS 300ML;1;59
32053; SH AMEND OLEOS GREGOS 300ML;1;58
4256; SH ANTI-RESIDUO QUERAVIT 200ML;7;41
16628; SH ANTICASPA BIO EXTRATUS 250M;1;36
19490; SH BABY TODECACHINHO 300ML;1;20
33367; SH BIO EXT 250ML CACHOS;2;38
33361; SH BIO EXT 250ML CRESPO;2;38
10207; SH BIO EXTRAT. ANTIQUEDA C/500;3;52
16755; SH BIO EXTRATUS ABACATE 250ML;1;38
18118; SH BIO EXTRATUS POS COLO 250ML;3;38
33622; SH BIOEXTRATUS CAMOMILA 250ML;1;38
21743; SH BOTHANICO JABORANDI 250ML;2;37
21745; SH BOTHANICO PROT LEITE 250ML;3;37
31291; SH BOTICARIO SIAGE REC FIOS 25;2;46
36655; SH C.DOURADO 1L NEUTRO(E);2;16
36656; SH C.DOURADO 1L QUIMICAMENTE T;2;16
33821; SH C.DOURADO 300+CO250ML BABOS;3;17,5
33823; SH C.DOURADO 300+CO250ML LISO;3;17,5
33824; SH C.DOURADO 300ML+CO 250ML ME;3;17,5
20680; SH CHROME MATIZADOR 250G;1;48
35038; SH CLEAR 200ML VINI JR. HIDRAT;2;21
35494; SH CLEAR 400ML ANTICASPA HIDRA;1;33
4012; SH CLEAR ANTIC MAX FRESH 200ML;2;21
5987; SH CLEAR ANTICASPA MEN 200ML;2;21
6409; SH CLEAR ANTICASPA/QUEDA 200ML;2;21
12041; SH CLEAR MEN CRONT COC 200ML;3;21
14214; SH CLEAR MEN LIMP PRO 200ML AN;2;21
26935; SH COND POS PROGES 500ML;1;68
32190; SH CRESC CAVALO REAL 300ML;1;22,01
33636; SH DABELLE 250ML MEU CRONO PER;1;22
34149; SH DE QUERATINA 300ML;1;41,01
29335; SH ELS HIALURONICO PURE 200ML;3;18,5
29336; SH ELS HIALURONICO PURE 400ML;3;33
36458; SH ELSEVE 200ML COLLAGEN LIFTE;2;20
34266; SH ELSEVE 200ML LISO DOS SONHO;3;18,5
36459; SH ELSEVE 400ML COLLAGEN LIFTE;1;33
34267; SH ELSEVE 400ML LISO DOS SONHO;3;33
12879; SH ELSEVE EXTRAD OLEO 200ML;2;18,5
29333; SH ELSEVE HIALU PURE 400ML;2;35
25570; SH ELSEVE HIALURONICO 200ML;2;18,5
25614; SH ELSEVE HIDR HIALU 400ML;5;33
9437; SH ELSEVE REP T5 200ML;3;17
11390; SH ELSEVE REP TOTAL 5 400 ML;4;33
29422; SH EUDORA COMBATE FRIZ 250ML;1;46
29889; SH EUDORA GLOW EXPERT 250ML;2;46
19321; SH EVOLUT 300ML MATIZADOR PRO ;3;22
17071; SH FORCA PIMENTA 1 LT;2;80
16163; SH FORCA PIMENTA 350ML BIOEXTR;2;52
31677; SH FRIZOM 2 LT MANT DE KARITE;2;25
19624; SH FRIZON 5LT QUERATINA;1;56
25222; SH FRIZON ARGAN 2L;2;25
27431; SH FRIZON HI MAX 2L;2;25
31676; SH FRIZON PESSEGO C/ 2 L;2;25
25776; SH FRIZON QUERATINA 2L;2;25
9045; SH GRANADO BEBE 250ML;2;20
33298; SH HASKELL AC LIMP EQ 300ML;2;45
10136; SH HASKELL BANANEIRA C/300ML;1;49,5
16744; SH HASKELL CACHOS SIM 300ML;3;42,5
1291; SH HASKELL CAV FORTE 300ML;4;52
25492; SH HASKELL ENCORPA CABELO 500;2;70
33299; SH HASKELL INFUSAO DE OLEOS 50;2;63
33300; SH HASKELL LAM 300ML;3;49
10131; SH HASKELL MANDIOCA C/300ML;3;45
10133; SH HASKELL TUTANO C/300ML;3;45
1609; SH HEALD & SHOULDERS ANTI COCE;3;21
1624; SH HEALD & SHOULDERS HIDRATAC;3;21
11188; SH HES 3X1 200ML MEN;1;21
29646; SH HIDRA MICELAR SIAGE 200ML;3;46
8127; SH HIDRAT QUERAVIT 250ML BIOEX;2;41
18596; SH HIDRATACAO PANTENE 175ML;3;16,5
7058; SH HOMEM 3EM1 250ML BIOEXTRATU;3;36
20576; SH HOMEM ANTICAS ANTIQ 250ML ;1;43
7059; SH HOMEM CAB GRISALHOS 250ML B;3;36
28306; SH INF GRANADO CAMOMILA 250ML;2;17
35185; SH INOAR 0500ML ARGAN CONTROLE;2;33
35186; SH INOAR 0500ML ARGAN HIDRATAC;3;33
35382; SH INOAR 0500ML ARGAN RECONSTR;3;33
35383; SH INOAR 0500ML ARGAN+COND 500;2;33
36337; SH INOAR 0500ML CICATRIFIOS *;2;24
35384; SH INOAR 0500ML CICATRIFIOS+CO;3;33
35386; SH INOAR 0500ML GLYCOLIC FORCE;1;40
35132; SH INOAR 0500ML HIALURONIC FOR;1;40
35853; SH INOAR 0500ML LISO EXTRAORDI;6;38
35262; SH INOAR 0500ML MEU CACHO MEU;4;33
35263; SH INOAR 0500ML MEU CACHO MEU;1;34
36072; SH INOAR 0500ML RIVO FIOS ANTI;4;35,01
35187; SH INOAR 500ML ARGAN LISO SED;3;33
36733; SH JJ BABY 400ML 2EM1;2;27
4056; SH JOHNSON BABY 200ML;9;22
32299; SH JOHNSONS KIDS BLACK 200ML;3;22
18599; SH LISO EXT PANTENE 175ML;3;16,5
19207; SH LISO FORCA 300ML HASKEL;1;45
32789; SH LOIRO 500ML AMARELOU GERAL;1;28
28544; SH LOLA MEU CAC MIN VID  500ML;2;38
